n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
0,0.0004,0.2,0.7222222222222222,"[1, 6]","[0.2, 0.2]","[1, 5]","[0.13333333333333333, 0.08888888888888889]"
20,0.0032,1.6,0.5458333333333333,"[8, 2]","[0.1, 0.07500000000000001]","[4, 0]","[0.10277777777777777, 0.06944444444444445]"
30,0.0044,2.2,0.35050505050505054,"[6, 8]","[0.07272727272727274, 0.05454545454545456]","[4, 8]","[0.11717171717171716, 0.04646464646464646]"
40,0.0052,2.6,0.25982905982905985,"[8, 14]","[0.0923076923076923, 0.03076923076923077]","[4, 0]","[0.14188034188034188, 0.02222222222222222]"
50,0.006,3.0,0.10444444444444446,"[8, 0]","[0.08, 0.0]","[4, 0]","[0.12888888888888891, 0.0]"
