n_seeded_agents,cooperation_mean,fairness_mean
0,0.8611371999999999,0.9834059180060775
2,0.8608515999999999,0.9769788661710701
4,0.8639252,0.9835430386188957
6,0.8648087999999999,0.9816239522056993
8,0.8651736,0.984706298321812
10,0.8678068,0.9804160994327523
12,0.8690996,0.9850848967123813
14,0.87002,0.9864874076279566
16,0.8717803999999999,0.9842325911727068
18,0.8709803999999999,0.9861824940834782
20,0.8719856000000001,0.9853621430357629
22,0.8725624,0.9881555566164757
24,0.8734999999999999,0.9887116235023091
26,0.8743611999999998,0.9899433043587038
28,0.8744128,0.9943582079277864
30,0.8742224000000001,0.9933347173548558
32,0.8745911999999999,0.9936532299541474
34,0.8758804,0.9935420538728131
36,0.876148,0.9937339821981819
38,0.8768208,0.993788675018871
40,0.8762128,0.9919317034831522
42,0.8770448,0.9930213234880461
44,0.8770592,0.9934410286183937
46,0.8775268,0.9942445766226665
48,0.8782476000000001,0.9930784710619314
50,0.8775136,0.9951908232873443
