n_seeded_agents ,frequency_optimal_mode ,longest_run_optimal_mean ,pct_other_mean       ,min_top_strategies ,min_top_freq                                     ,maj_top_strategies ,maj_top_freq
              0 ,                0.8044 ,                   396.0 ,0.10065749488921871  ,"[14, 6]"          ,"[0.1634012928891076, 0.005171556439582295]"     ,"[13, 8]"          ,"[0.010000552516713604, 0.008298801038731403]"
             10 ,                0.95   ,                   451.4 ,0.088916959064328    ,"[14, 4]"          ,"[0.12479999999999987, 0.006989473684210515]"    ,"[13, 8]"          ,"[0.015326315789473764, 0.011667836257309909]"
             20 ,                0.9936 ,                   483.6 ,0.06850062623009359  ,"[14, 8]"          ,"[0.08244766505636036, 0.004347826086956519]"    ,"[13, 8]"          ,"[0.023984612631956084, 0.009572374306673796]"
             30 ,                0.9992 ,                   499.6 ,0.04273641135130292  ,"[14, 8]"          ,"[0.04259407526020856, 0.004003202562049639]"    ,"[13, 8]"          ,"[0.023334222933902967, 0.005150787296503857]"
             40 ,                0.9996 ,                   499.6 ,0.01904317282468579  ,"[14, 13]"         ,"[0.011764705882352912, 0.0018407362945178076]"  ,"[13, 8]"          ,"[0.010217420301453882, 0.00523765061580186]"
             50 ,                1.0    ,                   500.0 ,0.002853333333333327 ,"[14, 8]"          ,"[0.0016800000000000005, 0.0012000000000000001]" ,"[8, 4]"           ,"[0.001502222222222219, 0.0011466666666666643]"
