n_seeded_agents ,frequency_optimal_mode ,longest_run_optimal_mean ,pct_other_mean      ,min_top_strategies ,min_top_freq                                 ,maj_top_strategies ,maj_top_freq
             10 ,                0.0012 ,                     0.6 ,0.6962962962962963  ,"[3, 1]"           ,"[0.13333333333333333, 0.06666666666666667]" ,"[8, 1]"           ,"[0.08148148148148147, 0.06666666666666667]"
             20 ,                0.0848 ,                    17.6 ,0.4856918238993713  ,"[14, 8]"          ,"[0.142452830188679, 0.08396226415094325]"   ,"[13, 4]"          ,"[0.11886792452830164, 0.07337526205450717]"
             30 ,                0.2588 ,                    62.0 ,0.3940065258457807  ,"[8, 13]"          ,"[0.09149922720247322, 0.09119010819165418]" ,"[4, 13]"          ,"[0.08988493903486225, 0.08349647947793296]"
             40 ,                0.44   ,                   117.0 ,0.30561616161616195 ,"[13, 8]"          ,"[0.07600000000000044, 0.06709090909090942]" ,"[14, 4]"          ,"[0.08971717171717258, 0.07260606060606158]"
             50 ,                0.5252 ,                   192.4 ,0.19892527714309713 ,"[13, 8]"          ,"[0.09870525514089946, 0.03655750190403663]" ,"[14, 4]"          ,"[0.09459253617669551, 0.06681898959126771]"
