n_seeded_agents,cooperation_mean,fairness_mean
0,0.8615672,0.9784316149226223
1,0.8618080000000001,0.973470576369748
2,0.863532,0.9722910406015984
3,0.8625936000000001,0.9817503346896889
4,0.8666183999999999,0.9791473518216552
5,0.8649903999999999,0.9854662645066613
6,0.868736,0.9819557509161709
7,0.8659048,0.9798752985573016
8,0.868388,0.9839123565553416
9,0.8682896000000001,0.9864027524743666
10,0.8682648000000001,0.9747479012277365
11,0.8701360000000001,0.986060282568274
12,0.8703328000000001,0.9868399110751265
13,0.8693768000000001,0.9876682450695947
14,0.8717191999999999,0.985255591004458
15,0.872072,0.9901446932184269
16,0.8720383999999999,0.9857394609546339
17,0.870868,0.9859655494290308
18,0.8730439999999999,0.9843563803512623
19,0.8723455999999998,0.9823951163359854
20,0.8745671999999999,0.9906575286882335
21,0.8742032,0.9890274185141952
22,0.8731864000000001,0.9912258594945321
23,0.8739079999999999,0.9867852698301303
24,0.8745808,0.9852597284413516
25,0.8764336,0.9877251397327775
26,0.8759575999999999,0.9887905494551605
27,0.8760847999999999,0.9883599621474483
28,0.8758800000000001,0.9921764616944486
29,0.877332,0.9919486983205695
30,0.8764872,0.9924317941377145
31,0.8756256,0.992870110640386
32,0.8767416000000001,0.9943866568882633
33,0.8766463999999999,0.9884409487405525
34,0.8782896000000001,0.994196554909139
35,0.8780424,0.9905369150259112
36,0.8778336,0.9945774003658421
37,0.877556,0.9857716845982774
38,0.8790863999999999,0.9942111144019945
39,0.8770743999999999,0.9907564950338459
40,0.8774951999999999,0.9917425745774651
41,0.8787423999999999,0.9928115243312421
42,0.8787575999999999,0.9946162700730549
43,0.8798463999999999,0.9927444382211071
44,0.8791216000000001,0.9917012903501435
45,0.8791656,0.9910254539396703
46,0.8795295999999999,0.9945663665970453
47,0.8794624000000001,0.9940709976547886
48,0.8801128,0.991570425763322
49,0.8787848,0.9929059336793994
50,0.8796839999999999,0.9954177890912348
