n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
10,0.0016,0.4,0.725,"[6, 10]","[0.15000000000000002, 0.15000000000000002]","[5, 4]","[0.09444444444444446, 0.08333333333333334]"
20,0.4632,77.4,0.45781999616196545,"[14, 8]","[0.14611398963730549, 0.0620034542314339]","[14, 13]","[0.1321819228554989, 0.11926693532911221]"
30,0.6564,123.8,0.38725032161961553,"[14, 13]","[0.1296770262035328, 0.09677026203534424]","[14, 13]","[0.128214503351616, 0.10192971765183961]"
40,0.728,181.2,0.29665445665445905,"[13, 14]","[0.1107692307692301, 0.06164835164835223]","[14, 13]","[0.12781440781440898, 0.056483516483517925]"
50,0.8412,216.0,0.21577112062133674,"[13, 8]","[0.10175939134569603, 0.028625772705658713]","[14, 4]","[0.12838801711840306, 0.04330321762561528]"
