n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
10,0.00096,0.48,0.6851851851851856,"[2, 0]","[0.09999999999999999, 0.05833333333333333]","[1, 4]","[0.0851851851851852, 0.07870370370370368]"
20,0.00264,1.32,0.5378787878787881,"[2, 8]","[0.07272727272727275, 0.06363636363636364]","[4, 0]","[0.11043771043771042, 0.07037037037037037]"
30,0.00344,1.72,0.43746770025839793,"[8, 2]","[0.09534883720930236, 0.05116279069767443]","[4, 1]","[0.1294573643410852, 0.044702842377260986]"
40,0.0032,1.6,0.2784722222222221,"[8, 2]","[0.08750000000000005, 0.03]","[4, 0]","[0.13277777777777774, 0.0225]"
50,0.00348,1.74,0.15989782886334586,"[8, 0]","[0.14712643678160925, 0.0]","[4, 0]","[0.1726692209450831, 0.0]"
