n_seeded_agents,cooperation_mean,fairness_mean
0,0.06583800000000002,0.6310869602535832
2,0.0678,0.6601532631286975
4,0.07033959999999999,0.6517981336392099
6,0.13588839999999996,0.6733985336585746
8,0.0709932,0.6737516142302191
10,0.1352944,0.6958081899756731
12,0.2675008,0.7604309279038268
14,0.0994216,0.7240389388326315
16,0.23154439999999998,0.7943106247840495
18,0.22795320000000002,0.8065879707370527
20,0.3999356,0.8588307224210189
22,0.4382528,0.9102267005215907
24,0.4084536,0.8892124153819563
26,0.549978,0.918089918258239
28,0.6783812,0.9635997169759036
30,0.507692,0.9117524493623043
32,0.5866091999999999,0.9307022930603361
34,0.6094312,0.9341065952094951
36,0.5352292,0.9266090089853322
38,0.5188104,0.9253158385145417
40,0.5498959999999998,0.9271876813439539
42,0.7026520000000002,0.9609983977730302
44,0.6322612000000001,0.9634132630869793
46,0.6080616,0.9534390615433933
48,0.7103596,0.9549713904430066
50,0.5888164,0.9415675182318252
