n_seeded_agents,cooperation_mean,fairness_mean
0,0.8552264,0.983442822594129
2,0.8618424000000001,0.9776315924169753
4,0.8645819999999999,0.9823517944471171
6,0.8651540000000001,0.9850157555631236
8,0.8664204,0.983068790648631
10,0.8680032000000001,0.9810920447768122
12,0.8686892,0.9818227037789979
14,0.8708004,0.9869483605843241
16,0.8719632,0.9833705022695278
18,0.8726024000000001,0.9880623636807699
20,0.8730696,0.9897915156177197
22,0.873644,0.988612656333849
24,0.8737584,0.9888116073651683
26,0.8751068,0.9909098751051832
28,0.8752692,0.9946449464249796
30,0.8755116,0.9930344605526139
32,0.8752075999999999,0.9942618871467162
34,0.8770548,0.9938846234875414
36,0.876546,0.9943236292027107
38,0.8773432,0.9944302915024077
40,0.8769024,0.9924586608378736
42,0.8779076000000001,0.9935580177106891
44,0.877544,0.9940772379078668
46,0.8781391999999999,0.9941726455683376
48,0.8790044,0.9921370776726258
50,0.8783368000000001,0.9963593130960884
