n_seeded_agents ,frequency_optimal_mode ,longest_run_optimal_mean ,pct_other_mean      ,min_top_strategies ,min_top_freq                                   ,maj_top_strategies ,maj_top_freq
             10 ,                0.772  ,                   368.6 ,0.07876799078871535 ,"[8, 14]"          ,"[0.035958549222798133, 0.02621761658031098]"  ,"[8, 4]"           ,"[0.03821531375935632, 0.025423143350604947]"
             20 ,                0.9884 ,                   458.6 ,0.07833985341067334 ,"[8, 14]"          ,"[0.0385269121813034, 0.02452448401456912]"    ,"[8, 4]"           ,"[0.035298349745942946, 0.026350105670219705]"
             30 ,                0.9976 ,                   450.8 ,0.07704713534705447 ,"[8, 14]"          ,"[0.03937449879711337, 0.020529270248596708]"  ,"[8, 4]"           ,"[0.03851020226321061, 0.02628530695892438]"
             40 ,                0.9984 ,                   472.8 ,0.06017628205128166 ,"[8, 14]"          ,"[0.038461538461538734, 0.006330128205128196]" ,"[8, 4]"           ,"[0.030092592592593535, 0.027510683760684582]"
             50 ,                0.9968 ,                   488.0 ,0.04049402532548634 ,"[8, 4]"           ,"[0.03162118780096326, 0.0005617977528089887]" ,"[4, 8]"           ,"[0.025218476903870805, 0.02298020331728255]"
