n_seeded_agents,cooperation_mean,fairness_mean
0,0.0554232,0.11340864049057034
10,0.055252559999999985,0.11426251178763175
20,0.05509744,0.1171160565921729
30,0.055303840000000014,0.12750907631343913
40,0.05532583999999999,0.13752117211527123
50,0.05542992,0.15132736836798866
