n_seeded_agents,cooperation_mean,fairness_mean
0,0.8579296000000001,0.9826021442115491
1,0.8625776,0.9743394040863776
2,0.8640736,0.9759854168050739
3,0.8579448000000001,0.9781448626237171
4,0.8671447999999999,0.9830767628639755
5,0.8669072,0.9863232565664994
6,0.867684,0.9789515807347342
7,0.8653112000000001,0.9797476302965586
8,0.8665671999999999,0.9830207523919701
9,0.8690416000000001,0.9853016180352133
10,0.8678191999999999,0.9772660075647408
11,0.8703023999999999,0.9858946654789694
12,0.86982,0.9829127094272991
13,0.8695888,0.9897588916901565
14,0.8714296000000001,0.9867326378314141
15,0.8722023999999999,0.9874569047308125
16,0.8722416000000001,0.9826494427612875
17,0.8701632,0.9877938298904683
18,0.8722904,0.9853089297619307
19,0.8718216,0.9835373418875065
20,0.8736599999999999,0.9899592121639138
21,0.8740479999999999,0.9893443177379714
22,0.8731456,0.9901971036996053
23,0.8731823999999999,0.9849907945544345
24,0.8744464000000001,0.9888649605524561
25,0.8767871999999999,0.9895990846958729
26,0.8762840000000001,0.9895354237099003
27,0.8761367999999999,0.9893387437298078
28,0.8753287999999999,0.9949120935176683
29,0.877144,0.9909890446495989
30,0.8756872,0.9914618241548124
31,0.8753864,0.9926934208040692
32,0.8763712,0.9936483020254097
33,0.8761863999999999,0.9880494945350904
34,0.8780167999999999,0.994163253638377
35,0.877712,0.9901517227917374
36,0.8769783999999999,0.993339883279962
37,0.8771343999999999,0.9860316918695524
38,0.87874,0.9940450318131114
39,0.8768304,0.9905708084037335
40,0.8775896,0.9912491333923741
41,0.8788072,0.9933483746725444
42,0.8788856,0.9944706954666979
43,0.8796336,0.992162311733836
44,0.8789415999999999,0.9923534539097923
45,0.8790424,0.9915010987156506
46,0.879412,0.9945513595174752
47,0.8789,0.9947687416860613
48,0.8800000000000001,0.9918039208753454
49,0.8785648,0.9934699020806381
50,0.8795232000000001,0.9957521712637807
