n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
0,0.4948,106.2,0.3726039701787516,"[13, 15]","[0.16620856911883516, 0.09846402586903896]","[13, 8]","[0.32681218000538903, 0.006036108865534881]"
10,0.6004,76.8,0.36699237545339997,"[13, 14]","[0.21625582944703256, 0.08447701532311856]","[13, 9]","[0.3036198090162112, 0.008720112517580848]"
20,0.8404,195.8,0.27785710508224254,"[13, 14]","[0.11632555925749517, 0.0922417896239887]","[13, 8]","[0.23618382780686642, 0.00805965413295254]"
30,0.8788,208.0,0.2454761543519009,"[13, 15]","[0.2157487482931208, 0.028493400091033388]","[13, 9]","[0.18985485257674822, 0.0044403985232387465]"
40,0.848,221.4,0.1857127882599551,"[13, 14]","[0.21726415094338986, 0.009905660377358471]","[13, 8]","[0.11947589098532707, 0.0033438155136268246]"
50,0.9168,262.0,0.12845646693813964,"[13, 8]","[0.20479930191971504, 0.002268760907504364]","[13, 8]","[0.04510374248594343, 0.002588714368819074]"
