n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
0,0.48168,115.14,0.2172885640996992,"[14, 10]","[0.2991695731606195, 0.017090184354758096]","[8, 4]","[0.033787300005535814, 0.023314694864271204]"
10,0.65704,170.54,0.21270546694259596,"[14, 10]","[0.26959698039692315, 0.012273225374406265]","[8, 14]","[0.03253108215972087, 0.02223710377856263]"
20,0.75524,219.44,0.1960477611237035,"[14, 8]","[0.24715851914620662, 0.012001482972300007]","[8, 13]","[0.02840009651089696, 0.02351805754167951]"
30,0.89576,332.7,0.16079604656002786,"[14, 8]","[0.20732339019376966, 0.009582923997499167]","[8, 14]","[0.02503249878439861, 0.022505036071170745]"
40,0.9458,397.88,0.11924672822533491,"[14, 8]","[0.14408120109958422, 0.010285472615774787]","[14, 8]","[0.02268931651042187, 0.02248161462371818]"
50,0.98088,433.38,0.09930855739514698,"[14, 8]","[0.1270369464154561, 0.008628986216458563]","[14, 8]","[0.02311303228846888, 0.018635420348168858]"
