n_seeded_agents ,frequency_optimal_mode ,longest_run_optimal_mean ,pct_other_mean       ,min_top_strategies ,min_top_freq                                     ,maj_top_strategies ,maj_top_freq
              0 ,               0.88832 ,                  415.72 ,0.0904288744796627   ,"[14, 11]"         ,"[0.09143551873199854, 0.04716318443804311]"     ,"[13, 7]"          ,"[0.009004763048350926, 0.005126280819724794]"
             10 ,               0.94368 ,                  447.62 ,0.08901416676085452  ,"[14, 4]"          ,"[0.12572058324855562, 0.005061037639877975]"    ,"[13, 8]"          ,"[0.019101578689574766, 0.009251723748163]"
             20 ,               0.96684 ,                  466.42 ,0.07679680425118966  ,"[14, 4]"          ,"[0.09755492118655369, 0.005742418600802641]"    ,"[13, 8]"          ,"[0.022294852876955807, 0.007468086182247886]"
             30 ,               0.98648 ,                  484.92 ,0.05198190648681137  ,"[14, 6]"          ,"[0.062355040142737246, 0.0024653312788906136]"  ,"[13, 8]"          ,"[0.021276998351039748, 0.004786491137963333]"
             40 ,               0.99996 ,                  499.96 ,0.023448937957519976 ,"[14, 4]"          ,"[0.02456898275931023, 0.0013920556822272874]"   ,"[13, 8]"          ,"[0.011147112551168976, 0.002760999328862205]"
             50 ,               1.0     ,                  500.0  ,0.002603555555555684 ,"[14, 8]"          ,"[0.0015360000000000003, 0.0010239999999999976]" ,"[8, 4]"           ,"[0.0011884444444444405, 0.0008488888888888861]"
