n_seeded_agents ,frequency_optimal_mode ,longest_run_optimal_mean ,pct_other_mean        ,min_top_strategies ,min_top_freq                                     ,maj_top_strategies ,maj_top_freq
              0 ,                0.894  ,                   415.0 ,0.10214267959234273   ,"[14, 4]"          ,"[0.16259507829977365, 0.003937360178970918]"    ,"[13, 8]"          ,"[0.013900074571215469, 0.011086254039274143]"
             10 ,                0.9616 ,                   455.6 ,0.08491865409502647   ,"[14, 4]"          ,"[0.11505823627287791, 0.009151414309484176]"    ,"[13, 8]"          ,"[0.01394897393233502, 0.011841375485302237]"
             20 ,                0.9852 ,                   471.2 ,0.09613840393377363   ,"[14, 6]"          ,"[0.1371498172959787, 0.004384896467722287]"     ,"[13, 8]"          ,"[0.024306401407498023, 0.010899084224297346]"
             30 ,                0.9992 ,                   499.6 ,0.04229605906947771   ,"[14, 8]"          ,"[0.0419535628502806, 0.0032826261008807056]"    ,"[13, 8]"          ,"[0.024241615514634194, 0.004981763188328427]"
             40 ,                0.9996 ,                   499.6 ,0.015744075407941205  ,"[14, 13]"         ,"[0.00848339335734292, 0.0018407362945178076]"   ,"[13, 8]"          ,"[0.009781690453959331, 0.002569916855631134]"
             50 ,                1.0    ,                   500.0 ,0.0036711111111111046 ,"[14, 8]"          ,"[0.0038399999999999992, 0.0012000000000000001]" ,"[8, 4]"           ,"[0.0013333333333333307, 0.0007644444444444432]"
