n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
0,0.45824,212.08,0.08438372905028327,"[14, 13]","[0.028491620111731106, 0.020862430167597375]","[8, 13]","[0.032671865301056285, 0.02674774984481676]"
10,0.38164,175.74,0.09033527815626595,"[14, 13]","[0.037899591237814605, 0.02517555811759733]","[13, 8]","[0.03373976638833591, 0.02860403638099877]"
20,0.3882,177.94,0.08956437117179467,"[14, 13]","[0.027346728490468153, 0.02223596084492496]","[13, 8]","[0.03925124506268304, 0.025157707939778787]"
30,0.39704,187.0,0.07000917903598143,"[13, 14]","[0.02351400362683821, 0.017711061857747217]","[13, 8]","[0.03456466742785525, 0.022347594420937044]"
40,0.39924,188.5,0.05513364281023322,"[13, 8]","[0.02025849113315272, 0.010940787496242959]","[13, 8]","[0.025697714546526588, 0.01978425675450034]"
50,0.4,200.0,0.03561888888889214,"[13, 8]","[0.014920000000000008, 0.008740000000000069]","[8, 4]","[0.016060000000000255, 0.013848888888889724]"
