n_seeded_agents,cooperation_mean,fairness_mean
0,0.055242320000000025,0.2602311802904189
10,0.05504144000000002,0.26944370232730186
20,0.05491415999999999,0.2771877542580162
30,0.055186879999999994,0.2948596408368106
40,0.05528255999999999,0.3099453789384906
50,0.05553567999999998,0.32688699295468093
