n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
10,0.0008,0.4,0.7833333333333334,"[3, 1]","[0.2, 0.1]","[0, 4]","[0.13333333333333333, 0.12222222222222223]"
20,0.002,1.0,0.5755555555555556,"[4, 6]","[0.08, 0.08]","[4, 0]","[0.09777777777777778, 0.08]"
30,0.0028,1.4,0.38730158730158737,"[8, 6]","[0.1142857142857143, 0.08571428571428573]","[4, 0]","[0.13333333333333333, 0.06666666666666667]"
40,0.0028,1.4,0.28095238095238095,"[8, 3]","[0.14285714285714285, 0.028571428571428574]","[4, 8]","[0.13650793650793652, 0.022222222222222223]"
50,0.0036,1.8,0.15679012345679014,"[8, 0]","[0.15555555555555556, 0.0]","[4, 0]","[0.15802469135802466, 0.0]"
