n_seeded_agents,cooperation_mean,fairness_mean
0,0.0725432,0.6413204065298719
2,0.22363119999999997,0.7267606621108845
4,0.37107119999999993,0.7849544526227453
6,0.5233732,0.8600265342472039
8,0.5240935999999999,0.8521543306159423
10,0.6002183999999999,0.8870254161201085
12,0.8268484,0.9710730939903479
14,0.827026,0.9800885796471606
16,0.7522652,0.9394699590857278
18,0.8337828,0.9653231442589639
20,0.8282867999999999,0.9729795635100424
22,0.8341052000000001,0.9815845184079066
24,0.8318900000000001,0.9764206619337482
26,0.8340956,0.9822385085596445
28,0.8384015999999999,0.9804854664820721
30,0.8386064000000001,0.9815376681691438
32,0.8371679999999999,0.9834787827841203
34,0.8391124,0.98741569773047
36,0.837124,0.9846073899368747
38,0.8386600000000002,0.9885982890021674
40,0.8414743999999998,0.9884254885072263
42,0.840454,0.9861759707774065
44,0.8408684,0.9822053397557239
46,0.8401368,0.9853299572187746
48,0.8402575999999999,0.9822218502056093
50,0.842536,0.9891793059524165
