n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
0,0.1424,9.2,0.5309925093632955,"[14, 13]","[0.17808988764045014, 0.15730337078651696]","[13, 14]","[0.2243445692883899, 0.1543071161048691]"
10,0.4216,50.2,0.5200506008855185,"[14, 13]","[0.14421252371916576, 0.13111954459203112]","[13, 14]","[0.17446763651697283, 0.16396795277250745]"
20,0.7436,127.4,0.4469786623632821,"[14, 15]","[0.21570736955351838, 0.06896180742334639]","[14, 13]","[0.16795170641324622, 0.13997967844121828]"
30,0.9012,161.4,0.3687675691670489,"[13, 14]","[0.10998668442077092, 0.08743897026187204]","[14, 13]","[0.17192878630961322, 0.11147605661587176]"
40,0.9288,222.6,0.302244233897983,"[13, 14]","[0.12515073212747396, 0.08277347114556352]","[14, 13]","[0.17124126710690246, 0.06336491530290062]"
50,0.9312,271.0,0.22653684612447902,"[13, 8]","[0.1508591065292067, 0.008161512027491394]","[14, 4]","[0.18622565864834073, 0.025400916380298396]"
