n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
0,0.4496,76.4,0.3788453934361438,"[13, 14]","[0.18185053380782845, 0.09928825622775878]","[13, 9]","[0.3455713720838267, 0.008303677342823229]"
10,0.7348,140.4,0.31144982761749507,"[13, 14]","[0.17441480675013335, 0.039085465432771097]","[13, 8]","[0.26769491320389815, 0.01350027218290687]"
20,0.946,219.2,0.2738407329105043,"[13, 15]","[0.14494714587737562, 0.04380549682875304]","[13, 8]","[0.24140944326991054, 0.008043222926943837]"
30,0.9232,307.2,0.21858270749085523,"[13, 14]","[0.15589254766030902, 0.027036395147313843]","[13, 8]","[0.18644328904294288, 0.005854034276911209]"
40,0.9408,305.0,0.164701436130005,"[13, 14]","[0.17372448979591418, 0.012244897959183643]","[13, 8]","[0.10898526077097831, 0.006925547996976547]"
50,0.9316,386.4,0.0844854730213241,"[13, 8]","[0.1227994847574058, 0.005581794761700294]","[13, 8]","[0.032861027622729314, 0.0034540336815991504]"
