n_seeded_agents,cooperation_mean,fairness_mean
0,0.0560184,0.5444266515159996
2,0.055875600000000004,0.5431619290003348
4,0.056264800000000004,0.550771992493967
6,0.056001600000000006,0.5354315090960268
8,0.056478799999999996,0.551789394335328
10,0.056024000000000004,0.5545480930616233
12,0.0561212,0.5541652053050095
14,0.056173600000000004,0.5580022862737252
16,0.056304,0.5748103312787484
18,0.056248,0.5625315210576913
20,0.05612160000000001,0.5590910617276982
22,0.056574400000000004,0.574223917683478
24,0.05647120000000001,0.5794838999971696
26,0.05695360000000001,0.5754860124533178
28,0.0566508,0.5812307368616059
30,0.05687840000000001,0.5831123358118762
32,0.056931999999999996,0.5954074950447017
34,0.057206,0.5923167511691738
36,0.057204,0.5966868969138053
38,0.057243999999999996,0.6009954133506732
40,0.057596,0.628268848842972
42,0.05760280000000001,0.6052521389944141
44,0.058412,0.6268352340785308
46,0.05801160000000001,0.6207593421069353
48,0.058489200000000005,0.6332074293799598
50,0.0583624,0.6322037257839302
