n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
0,0.0004,0.2,0.7333333333333334,"[7, 6]","[0.4, 0.2]","[5, 8]","[0.08888888888888889, 0.08888888888888889]"
10,0.182,25.6,0.49103785103785114,"[14, 13]","[0.09978021978021992, 0.08351648351648351]","[14, 13]","[0.1601953601953606, 0.15120879120879174]"
20,0.668,83.0,0.4656220891550221,"[14, 13]","[0.19952095808382836, 0.07700598802395282]","[14, 13]","[0.14747837658017401, 0.14090485695276223]"
30,0.836,134.4,0.3874322169059083,"[14, 13]","[0.1128229665071747, 0.1117703349282282]","[14, 13]","[0.14834662413609948, 0.11439659755449458]"
40,0.8424,227.8,0.2941384404347424,"[13, 14]","[0.12678062678062535, 0.07559354226020878]","[14, 13]","[0.14787379972565307, 0.05349794238683216]"
50,0.9212,261.2,0.2205384281372156,"[13, 8]","[0.1279201042118952, 0.013808076422058151]","[14, 4]","[0.15310464611376617, 0.03844261108698898]"
