n_seeded_agents ,frequency_optimal_mode ,longest_run_optimal_mean ,pct_other_mean      ,min_top_strategies ,min_top_freq                                  ,maj_top_strategies ,maj_top_freq
              0 ,                0.176  ,                    19.2 ,0.5725505050505072  ,"[14, 15]"         ,"[0.31590909090909186, 0.155454545454546]"    ,"[14, 13]"         ,"[0.19666666666666735, 0.13737373737373781]"
             10 ,                0.3736 ,                    43.8 ,0.5523435641208669  ,"[14, 13]"         ,"[0.19207708779443186, 0.12269807280514006]"  ,"[14, 13]"         ,"[0.1974779919105405, 0.174708541517964]"
             20 ,                0.6972 ,                   131.2 ,0.47661120673169094 ,"[14, 13]"         ,"[0.19931153184164774, 0.092139988525531]"    ,"[14, 13]"         ,"[0.21262191623637572, 0.13134442532033055]"
             30 ,                0.694  ,                   170.4 ,0.4062824207492885  ,"[13, 15]"         ,"[0.15953890489913258, 0.07665706051873256]"  ,"[14, 13]"         ,"[0.18092859430035366, 0.12552033301313045]"
             40 ,                0.8328 ,                   194.4 ,0.3410876294161651  ,"[13, 14]"         ,"[0.15465898174831574, 0.07300672430355423]"  ,"[14, 13]"         ,"[0.2099797203543616, 0.0704344113566021]"
             50 ,                0.8504 ,                   302.0 ,0.2502717675342364  ,"[13, 14]"         ,"[0.17224835371589453, 0.008184383819379101]" ,"[14, 13]"         ,"[0.21516671892965608, 0.025723842374830715]"
