n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
10,0.00104,0.52,0.6910256410256415,"[6, 10]","[0.07692307692307693, 0.07692307692307693]","[0, 4]","[0.09572649572649573, 0.08547008547008549]"
20,0.00368,1.82,0.5472222222222219,"[8, 2]","[0.07173913043478264, 0.06304347826086959]","[4, 0]","[0.10193236714975837, 0.07512077294685983]"
30,0.00468,2.32,0.40265906932573625,"[8, 2]","[0.06153846153846157, 0.04273504273504275]","[4, 0]","[0.1109211775878442, 0.04102564102564101]"
40,0.00548,2.7,0.2736415247364154,"[8, 2]","[0.09489051094890508, 0.01897810218978102]","[4, 5]","[0.12473641524736405, 0.020113544201135418]"
50,0.0062,3.1,0.1399283154121864,"[8, 0]","[0.13419354838709663, 0.0]","[4, 0]","[0.1456630824372758, 0.0]"
