n_seeded_agents ,frequency_optimal_mode ,longest_run_optimal_mean ,pct_other_mean     ,min_top_strategies ,min_top_freq                                   ,maj_top_strategies ,maj_top_freq
             10 ,               0.003   ,                    1.1  ,0.658222222222222  ,"[8, 2]"           ,"[0.09600000000000004, 0.07200000000000002]"   ,"[4, 8]"           ,"[0.10340740740740738, 0.09422222222222218]"
             20 ,               0.01192 ,                    5.22 ,0.5170395227442215 ,"[8, 2]"           ,"[0.10402684563758366, 0.06375838926174486]"   ,"[4, 8]"           ,"[0.12654735272184936, 0.08419090231170745]"
             30 ,               0.02224 ,                    9.16 ,0.397062350119902  ,"[8, 14]"          ,"[0.11726618705036018, 0.04640287769784163]"   ,"[4, 8]"           ,"[0.1545963229416473, 0.059032773780975094]"
             40 ,               0.03852 ,                   17.0  ,0.2736702434521723 ,"[8, 14]"          ,"[0.13125649013499588, 0.043613707165109095]"  ,"[4, 8]"           ,"[0.16543209876543308, 0.03147571247259711]"
             50 ,               0.05252 ,                   25.82 ,0.1505965981213495 ,"[8, 4]"           ,"[0.11393754760091411, 0.0012185833968012185]" ,"[4, 8]"           ,"[0.17077092324617163, 0.009867140560209847]"
