n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
0,4.0e-5,0.02,0.8333333333333334,"[3, 7]","[0.2, 0.2]","[1, 5]","[0.1111111111111111, 0.1111111111111111]"
10,0.0024,0.94,0.6868518518518513,"[8, 2]","[0.09333333333333337, 0.08000000000000003]","[4, 1]","[0.07962962962962958, 0.07037037037037036]"
20,0.0134,5.44,0.5479933665008301,"[8, 14]","[0.08776119402985054, 0.042985074626865676]","[4, 13]","[0.10912106135986725, 0.05678275290215574]"
30,0.05116,19.16,0.4145165493875449,"[8, 14]","[0.08694292415950035, 0.06020328381548127]","[4, 13]","[0.1285726696203642, 0.05832681782642797]"
40,0.11748,45.96,0.284303711270012,"[8, 14]","[0.0804221995233221, 0.06857337419135101]","[4, 14]","[0.11655128059622501, 0.04905988726213576]"
50,0.18348,85.82,0.16878618317467753,"[8, 13]","[0.07233485938521741, 0.03980815347721784]","[4, 14]","[0.10546229682920347, 0.0443330184337387]"
