n_seeded_agents,frequency_optimal_mode,longest_run_optimal_mean,pct_other_mean,min_top_strategies,min_top_freq,maj_top_strategies,maj_top_freq
0,0.9492,441.4,0.06514959966287331,"[14, 11]","[0.04559629161399109, 0.019637589549094038]","[8, 4]","[0.01403755209064945, 0.00760406424123236]"
10,0.9524,448.2,0.08450230995380147,"[14, 8]","[0.10491390172196548, 0.009575808483830302]","[8, 13]","[0.018871622567549023, 0.00890382192356151]"
20,0.99,487.6,0.04957575757575702,"[14, 8]","[0.025535353535353692, 0.017858585858585883]","[13, 8]","[0.01863075196408579, 0.01661952861952877]"
30,0.9976,498.0,0.04739374498797068,"[14, 8]","[0.031034482758620915, 0.011387329591018416]","[13, 8]","[0.01659092934153092, 0.014345540408090674]"
40,0.9996,499.6,0.025152283135477124,"[8, 14]","[0.00760304121648658, 0.006722689075630241]","[13, 8]","[0.011079987550575753, 0.009932862033702337]"
50,1.0,500.0,0.012408888888889216,"[8, 0]","[0.009919999999999977, 0.0]","[8, 4]","[0.008044444444444418, 0.006817777777777757]"
