n_seeded_agents,cooperation_mean,fairness_mean
0,0.06616952000000001,0.6348923344304205
2,0.06642024,0.6420054045336208
4,0.06716264000000001,0.6360859414656859
6,0.09863608000000003,0.672862425477332
8,0.0948428,0.6750849629026185
10,0.11332408000000001,0.6858977193390168
12,0.20656423999999998,0.7531461688391503
14,0.16745576,0.7383280858376905
16,0.23950144,0.7873252953564008
18,0.29483928000000004,0.8232466101554291
20,0.35842952000000006,0.8499073873201958
22,0.3878548,0.8692275538688707
24,0.38822567999999996,0.8706464408048717
26,0.48730688,0.9096699179146895
28,0.4399651199999998,0.8998561332239818
30,0.52498872,0.9181900550189009
32,0.4792124799999998,0.9032018342581084
34,0.56295072,0.9315647857957277
36,0.5293936,0.9376425161013374
38,0.5214582399999999,0.9175384696150446
40,0.5447487999999999,0.9276745258417111
42,0.5566628799999999,0.9225214356785123
44,0.5666337599999998,0.9335164576859393
46,0.5723765600000003,0.9295391274787391
48,0.5765826399999999,0.9273819060638886
50,0.5795150400000001,0.928488950681884
