n_seeded_agents,cooperation_mean,fairness_mean
0,0.06160351999999999,0.6201449400754527
2,0.06142367999999999,0.6205486290079132
4,0.06159223999999999,0.6197641984114982
6,0.06193784,0.6275820050915323
8,0.06277496000000002,0.6362419384329501
10,0.06270168,0.6394224720506085
12,0.06361183999999999,0.6445543240199294
14,0.06414119999999998,0.6524313267431147
16,0.06562856,0.6614650650289454
18,0.06606839999999999,0.6647599491817741
20,0.06701232,0.6669359609070722
22,0.06852896,0.6762394030914551
24,0.06955887999999999,0.6841506082336872
26,0.0717528,0.6915313508105805
28,0.07295088,0.7007925879209859
30,0.07354232000000001,0.6944829857258138
32,0.07678759999999998,0.7095849160511166
34,0.07847567999999999,0.7108703699054056
36,0.08015296,0.7184208038132696
38,0.08071792,0.714512260067414
40,0.08476727999999997,0.7235922414928244
42,0.08282736000000003,0.7161968624867779
44,0.0863772,0.7228868917969797
46,0.08742023999999998,0.7274960767316097
48,0.0885724,0.7301787295180244
50,0.09083952000000002,0.7332686001203369
