norm,cooperation,fairness
0,0.07351239999999999,0.780460800606928
150,0.41371096000000007,0.8350479197203583
192,0.10082247999999998,0.9007196086867704
195,0.35141376,0.8119405510691032
243,0.0762496,0.7345383088451429
