norm,run,cooperation,fairness,strategies
0,13,0.0249564,0.1764984578963314,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 8, 8, 1, 8, 8, 5, 8, 8, 8, 8, 8, 8, 8]"
0,14,0.0128448,0.6338431875944055,"[4, 4, 4, 4, 4, 4, 12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12, 12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12, 12, 12, 4, 4, 4, 12, 4, 12, 4, 4]"
0,15,0.054287,0.34561620218212236,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 10, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 14, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]"
0,16,0.0478754,0.1489317555449095,"[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 9, 9, 0, 9, 1, 0, 12, 0, 9, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
0,17,0.063822,0.23585272751245334,"[6, 0, 4, 4, 4, 0, 0, 4, 4, 4, 8, 14, 4, 4, 4, 4, 0, 0, 4, 4, 4, 4, 0, 10, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 0, 0, 0, 4, 4, 4, 0, 4, 4, 0, 0, 4, 0, 4, 4]"
0,18,0.0367842,0.017689017591562443,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1]"
0,19,0.0650672,0.33325380966191365,"[8, 0, 7, 8, 0, 12, 13, 8, 8, 8, 12, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 13, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 5, 13, 8, 8, 13, 8, 8, 15, 8, 8, 8, 8, 8, 8]"
0,20,0.089444,0.8557068122689684,"[4, 11, 0, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 11, 4, 4, 4, 4, 12, 4, 4, 4, 4, 10, 11, 0, 4, 4, 13, 4, 4, 4, 4, 4, 4]"
0,21,0.0697014,0.8799904825823675,"[4, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 0, 0, 4, 0, 12, 0, 4, 4, 4, 14, 12, 0, 0, 12, 0, 0, 14, 0, 4, 5, 0, 0, 8, 4, 4, 0, 4, 0, 4, 0, 0, 0, 0, 4, 12, 0]"
0,22,0.102143,0.3273244178527268,"[0, 0, 12, 0, 4, 12, 4, 6, 4, 0, 2, 0, 12, 0, 4, 4, 4, 12, 12, 2, 0, 12, 4, 14, 4, 4, 0, 12, 12, 4, 0, 0, 12, 4, 4, 0, 4, 12, 12, 12, 12, 0, 14, 4, 4, 0, 4, 12, 0, 14]"
