norm,cooperation,fairness
0,0.058906156000000015,0.5119264614125736
150,0.7760709159999999,0.22931955049024777
192,0.12475240400000003,0.5941666326502305
195,0.9062785119999998,0.8766430457717906
243,0.616821372,0.6921226105249098
