seed,norm,cooperation,fairness
1,0,0.060416,0.8426952101291402
2,0,0.059892,0.7986177565124933
3,0,0.061904,0.7751435238872424
4,0,0.060984,0.7869670863706649
5,0,0.059308,0.7808458160380197
6,0,0.059796,0.8564147371486821
7,0,0.06192,0.8300653594771242
8,0,0.062032,0.8102155089188908
9,0,0.06106,0.7424928703237712
10,0,0.060064,0.7579835337355848
11,0,0.060208,0.7861230329041488
12,0,0.061244,0.8127130660391588
13,0,0.060908,0.7644944724773939
14,0,0.0613,0.8023962804005722
15,0,0.06082,0.7649295652925417
16,0,0.059624,0.7430519740989056
17,0,0.060036,0.7656852436032247
18,0,0.05946,0.7954018782778388
19,0,0.060484,0.7261187935163269
20,0,0.060008,0.7962862154478921
21,0,0.061,0.7815239182287781
22,0,0.060956,0.7982456140350878
23,0,0.060436,0.7401960784313726
24,0,0.059608,0.7371357012750456
25,0,0.061148,0.7743603110473957
26,0,0.060408,0.7806120189539879
27,0,0.060968,0.8296224289836288
28,0,0.06058,0.8220805027958779
29,0,0.061404,0.8574673480976718
30,0,0.060896,0.8255198720315
31,0,0.060136,0.7696927087910479
32,0,0.060924,0.8134086011715075
33,0,0.061516,0.8027959768834219
34,0,0.059592,0.7633386159535129
35,0,0.060784,0.8409297371800896
36,0,0.05886,0.8253150057273768
37,0,0.061076,0.7786518654487711
38,0,0.059928,0.7966825721426949
39,0,0.061556,0.8090497331718912
40,0,0.060796,0.8141198313777412
41,0,0.059516,0.8180569216117902
42,0,0.059296,0.7955139672492088
43,0,0.061048,0.779060950714494
44,0,0.061104,0.7441840933904427
45,0,0.059592,0.7625309700781399
46,0,0.060044,0.7563385775581849
47,0,0.061012,0.7508229144592781
48,0,0.060624,0.8103663170694634
49,0,0.06108,0.7857656784576302
50,0,0.059684,0.7670080037664783
1,150,0.062264,0.6993647818390086
2,150,0.06214,0.752268211690495
3,150,0.064028,0.7044594749512783
4,150,0.063384,0.7123999584242802
5,150,0.061788,0.6800993687014201
6,150,0.062168,0.7574360478924795
7,150,0.064728,0.7459976959440671
8,150,0.06282,0.7454357044490802
9,150,0.064164,0.7078818048375773
10,150,0.062604,0.7126690878467289
11,150,0.063516,0.691862302625757
12,150,0.061688,0.7603729603729603
13,150,0.062148,0.6932375590500226
14,150,0.062748,0.7282820986167965
15,150,0.062272,0.7258443879951076
16,150,0.061616,0.6933803368585978
17,150,0.061968,0.707694137233916
18,150,0.062124,0.717242023014254
19,150,0.062012,0.7094464954414935
20,150,0.062012,0.7491988179964206
21,150,0.0612,0.7478000926276788
22,150,0.062716,0.7553952858603443
23,150,0.061612,0.7140790742526518
24,150,0.061944,0.6564439983643731
25,150,0.063128,0.7000629633912853
26,150,0.062448,0.7140365481428628
27,150,0.063332,0.7159797314945411
28,150,0.064832,0.7440118180858922
29,150,0.063272,0.7872050430189965
30,150,0.06264,0.7642504786260289
31,150,0.062392,0.693676959987617
32,150,0.063976,0.756618923611111
33,150,0.06346,0.7369898163739876
34,150,0.061672,0.7001170698341291
35,150,0.062848,0.7472922215393021
36,150,0.061152,0.738647101328442
37,150,0.06288,0.7359629270395517
38,150,0.06214,0.7412894375857338
39,150,0.06264,0.7246237592058918
40,150,0.063764,0.7890145258967517
41,150,0.060992,0.7644559287970141
42,150,0.061568,0.7145845906256286
43,150,0.062848,0.7025816308034905
44,150,0.063488,0.7058225567779708
45,150,0.06094,0.6945898778359512
46,150,0.061708,0.6918452590076902
47,150,0.063024,0.6714846272289277
48,150,0.062808,0.7585046728971964
49,150,0.063476,0.7364900052077075
50,150,0.06254,0.6841382467383841
1,192,0.068724,0.8649850156944623
2,192,0.064652,0.8300071327714457
3,192,0.068612,0.8118375033629271
4,192,0.065168,0.8018745009036271
5,192,0.06604,0.8420946277532404
6,192,0.068852,0.8511809923130678
7,192,0.06396,0.8320430583204306
8,192,0.064824,0.8203083466241361
9,192,0.070096,0.8215250335954443
10,192,0.06218,0.7539056522404461
11,192,0.076128,0.895753151079898
12,192,0.066088,0.8234836592988558
13,192,0.070132,0.8115084063461994
14,192,0.062904,0.7947122861586314
15,192,0.069216,0.7976288944030879
16,192,0.061756,0.7340394958328202
17,192,0.06424,0.7914910358005959
18,192,0.06418,0.7825118351434142
19,192,0.064856,0.740788903337668
20,192,0.07006,0.8652396281895844
21,192,0.064516,0.7829328455419751
22,192,0.065544,0.8426168441883476
23,192,0.063056,0.7615034389227938
24,192,0.063196,0.7543859649122807
25,192,0.066156,0.8082968521992913
26,192,0.063784,0.8030009888645256
27,192,0.065428,0.8560004730019363
28,192,0.061828,0.8143607705779335
29,192,0.066644,0.8877947149901825
30,192,0.071096,0.9148051948051947
31,192,0.061564,0.7838835826536992
32,192,0.06728,0.8450868366447799
33,192,0.073216,0.8643218758326672
34,192,0.063144,0.7867644967721754
35,192,0.064856,0.8624395808940526
36,192,0.064448,0.8473802406341557
37,192,0.0643,0.7850811172436862
38,192,0.07822,0.996024195609576
39,192,0.0644,0.8042727389023923
40,192,0.065908,0.8669990947271567
41,192,0.061664,0.8193011044722072
42,192,0.066456,0.8365274925849874
43,192,0.06732,0.8144023756495917
44,192,0.077276,0.8896140896140896
45,192,0.063004,0.7797573598031731
46,192,0.081328,0.8754002911208152
47,192,0.066296,0.7431417269060782
48,192,0.063176,0.8149516270888303
49,192,0.065164,0.8285961496863508
50,192,0.0765,0.9174464881144456
1,195,0.062916,0.7438071555718614
2,195,0.063332,0.7165634229854413
3,195,0.063516,0.7182852143482065
4,195,0.062936,0.6964750869358792
5,195,0.061672,0.6735498810387165
