seed,norm,cooperation,fairness
31,192,0.09286,0.8858581954490519
32,192,0.132784,0.9698617990437008
33,192,0.10772,0.8885335963558652
34,192,0.09422,0.9085101909567627
35,192,0.093732,0.9170192361933772
36,192,0.100432,0.99808146212781
37,192,0.093364,0.8672307250125746
38,192,0.10552,0.9847399788522542
39,192,0.10156,0.9365719372085757
40,192,0.11962,0.9217692627720697
41,192,0.07538,0.8203341241597469
42,192,0.12772,0.954790620484427
43,192,0.106704,0.9917240395248458
44,192,0.138152,0.9191841709388596
45,192,0.1011,0.9416566998101835
46,192,0.109568,0.9237598700366467
47,192,0.113692,0.8858573103634887
48,192,0.09,0.863222166546035
49,192,0.104308,0.9837987955565153
50,192,0.107544,0.9283745643540842
1,195,0.078476,0.7210890537133993
2,195,0.0801,0.7398887796112142
3,195,0.827284,0.9322360126293772
4,195,0.078724,0.6605112522543716
5,195,0.820676,0.9718156976681392
6,195,0.077512,0.7370951907504331
7,195,0.845376,0.9390370802771503
8,195,0.797788,0.9171367347663603
9,195,0.834456,0.9690839416722797
10,195,0.085156,0.6433822412588475
11,195,0.079728,0.7238469686361106
12,195,0.844136,0.977682350610287
13,195,0.850504,0.968512585812357
14,195,0.080752,0.7784072311604603
15,195,0.844812,0.9629427462396893
16,195,0.075384,0.7026345170463307
17,195,0.079316,0.699663547471349
18,195,0.078064,0.7335336560755291
19,195,0.078632,0.6711634120690144
20,195,0.07618,0.8035966681761421
21,195,0.07942,0.73013624835818
22,195,0.079024,0.7210458224268135
23,195,0.834596,0.9566938795915183
24,195,0.077404,0.679204882260963
25,195,0.082436,0.7610376577132113
26,195,0.083676,0.7447267371521751
27,195,0.837068,0.9423548256218204
28,195,0.079384,0.7951166689498165
29,195,0.840304,0.9153848631939664
30,195,0.07608,0.8108216654894955
31,195,0.075576,0.6995764452045138
32,195,0.856564,0.9668087835157261
33,195,0.841784,0.9620531085162978
34,195,0.0777,0.7244805781391148
35,195,0.083344,0.7518623048203963
36,195,0.073452,0.7770936981757877
37,195,0.080616,0.7610489808787255
38,195,0.843688,0.9361764811447167
39,195,0.08098,0.7885124454855359
40,195,0.08046,0.7481265866041789
41,195,0.074884,0.7740963651961281
42,195,0.075084,0.6725952964613119
43,195,0.836132,0.9690830830163997
44,195,0.824532,0.9658954693564947
45,195,0.076488,0.7752218249238512
46,195,0.077968,0.707796923483198
47,195,0.850164,0.9514270807940877
48,195,0.823052,0.9524445662613694
49,195,0.080492,0.6845788849347568
50,195,0.07528,0.7183657278857596
1,243,0.075976,0.727412620930614
2,243,0.075928,0.7609371923607009
3,243,0.075776,0.7412678211012124
4,243,0.078112,0.6940012368583798
5,243,0.075052,0.6745386570958576
6,243,0.076428,0.7905391740484569
7,243,0.077708,0.765586822679947
8,243,0.077824,0.7496650233851598
9,243,0.078248,0.677961022945983
10,243,0.077664,0.7246018569759577
11,243,0.076064,0.7379257558362036
12,243,0.075524,0.7744477275925145
13,243,0.073232,0.7372894820463933
14,243,0.075512,0.7533509959768423
15,243,0.076056,0.706032588008497
16,243,0.07484,0.6557640059958778
17,243,0.074512,0.6998395462517258
18,243,0.075312,0.7507062146892655
19,243,0.076812,0.6636809554275964
20,243,0.075792,0.7789319697762747
21,243,0.076412,0.7644274209389118
22,243,0.076244,0.7048962767258672
23,243,0.075076,0.7483090649816189
24,243,0.076292,0.7184228348462537
25,243,0.076912,0.7704162163932279
26,243,0.076664,0.7595166712092304
27,243,0.076152,0.7689681360409443
28,243,0.076148,0.7531015519108673
29,243,0.075836,0.776233267808668
30,243,0.077336,0.7718408914463168
31,243,0.0767,0.674243754022585
32,243,0.076176,0.7982700283780834
33,243,0.077896,0.7572780899234287
34,243,0.073028,0.7425554086008577
35,243,0.077096,0.7546635864857061
36,243,0.0757,0.7131382138101815
37,243,0.0766,0.7465179811008107
38,243,0.074208,0.7587546553063795
39,243,0.083488,0.7100623310345602
40,243,0.080264,0.7490095220599492
41,243,0.073024,0.756911331186915
42,243,0.072392,0.7202764160415805
43,243,0.076404,0.6942411593574385
44,243,0.077792,0.6669467162754545
45,243,0.072704,0.7108966158855681
46,243,0.074644,0.7040136283649706
47,243,0.077484,0.7402384584957902
48,243,0.07452,0.8015873015873016
49,243,0.076832,0.7424314561948111
50,243,0.080084,0.6842657858594113
