seed,norm,cooperation,fairness
1,0,0.074648,0.7857000652181375
2,0,0.072216,0.7788058671511361
3,0,0.07446,0.7538866982647602
4,0,0.074736,0.7747163805072979
5,0,0.071812,0.7622045711982544
6,0,0.071632,0.8502005352719687
7,0,0.07618,0.8773299524000179
8,0,0.074412,0.8016443771553536
9,0,0.073288,0.742566744543621
10,0,0.073228,0.7651213675213676
11,0,0.073268,0.7648991917577049
12,0,0.07446,0.8202708981094314
13,0,0.0728,0.7604827288960039
14,0,0.076168,0.8144259745309614
15,0,0.073076,0.7682268567224319
16,0,0.072,0.7146040171696321
17,0,0.074084,0.7629921790722761
18,0,0.072,0.7763690790632153
19,0,0.072496,0.7045137482561541
20,0,0.071424,0.8174794211167574
21,0,0.07402,0.7660693970420933
22,0,0.07476,0.8062023656773452
23,0,0.07352,0.7966584822058533
24,0,0.072392,0.7158317993707489
25,0,0.074772,0.7826066169439664
26,0,0.073208,0.8327844454759116
27,0,0.074716,0.8124227463112467
28,0,0.07308,0.8197155625427602
29,0,0.075724,0.8549111373543863
30,0,0.073108,0.8321205552975178
31,0,0.073968,0.7574598573451161
32,0,0.072964,0.8150831991411702
33,0,0.075272,0.7665707203965779
34,0,0.069924,0.7822677793109489
35,0,0.075096,0.8051790495314592
36,0,0.070208,0.8448132328112723
37,0,0.074164,0.7915979829594854
38,0,0.071624,0.8094314818486938
39,0,0.075956,0.8462508012647378
40,0,0.074048,0.7454160883072246
41,0,0.072904,0.8089757181079308
42,0,0.070928,0.782935015918291
43,0,0.07382,0.7609885844286476
44,0,0.074836,0.6988774468874663
45,0,0.071928,0.7469783422295846
46,0,0.0742,0.6330874641082511
47,0,0.07526,0.7331679455374142
48,0,0.071936,0.7949947096802056
49,0,0.075304,0.7626995020323182
50,0,0.073592,0.7205013463512911
1,150,0.077604,0.7504662936317612
2,150,0.078092,0.759812637415161
3,150,0.806132,0.9638294015304485
4,150,0.084872,0.7311738319240999
5,150,0.84828,0.9657400901364579
6,150,0.826276,0.974123230231437
7,150,0.857628,0.9589708691622755
8,150,0.846236,0.9771438195938992
9,150,0.850984,0.9617361652029659
10,150,0.078764,0.7204696144262849
11,150,0.079336,0.7038954635108481
12,150,0.076084,0.7624193040466068
13,150,0.835868,0.9480499362610674
14,150,0.84102,0.9664763570096805
15,150,0.08472,0.7484867459820497
16,150,0.076952,0.676367910460853
17,150,0.837184,0.9767545854118793
18,150,0.078528,0.7118117308901464
19,150,0.840664,0.943770075544504
20,150,0.078368,0.7446803199920128
21,150,0.835452,0.9699417489263558
22,150,0.846532,0.9731008823503012
23,150,0.841836,0.9700475608609831
24,150,0.077488,0.6783215154796418
25,150,0.8255,0.9400802752293578
26,150,0.078776,0.7387310746165605
27,150,0.077648,0.7790092887369152
28,150,0.842912,0.9336928934010152
29,150,0.077916,0.7659996011758878
30,150,0.080164,0.7398248231854522
31,150,0.075564,0.7191426042078696
32,150,0.841664,0.9438365083699145
33,150,0.081032,0.7268966658393315
34,150,0.083464,0.7232904884318766
35,150,0.078572,0.7701699738501769
36,150,0.073584,0.799067005937235
37,150,0.836956,0.965976566221065
38,150,0.080492,0.7745397615814094
39,150,0.080392,0.7844361691969828
40,150,0.080708,0.7571169509758721
41,150,0.075932,0.7722534668208954
42,150,0.088812,0.7029267883892188
43,150,0.842116,0.9614462554808009
44,150,0.079864,0.7176385479299345
45,150,0.075748,0.7312071879726004
46,150,0.836028,0.9303466115627687
47,150,0.855012,0.97233297294095
48,150,0.833752,0.9141162747681263
49,150,0.840284,0.9599276625335272
50,150,0.077756,0.6907994766804568
1,192,0.120192,0.9621831271280543
2,192,0.093816,0.9115371678439287
3,192,0.114584,0.8679810941192555
4,192,0.087064,0.8525222626998584
5,192,0.10652,0.9391511586633537
6,192,0.109852,0.9718940661495039
7,192,0.0939,0.9556918882072257
8,192,0.080784,0.8262322472848789
9,192,0.085748,0.7660114214904051
10,192,0.080492,0.7626730683340777
11,192,0.136588,0.9928047528578928
12,192,0.08186,0.8143087855297158
13,192,0.103856,0.9017906405176306
14,192,0.091764,0.8434173219921896
15,192,0.117336,0.9162363912904258
16,192,0.087428,0.81219373838318
17,192,0.078896,0.7361709439473717
18,192,0.097868,0.9355798788723272
19,192,0.098628,0.8508504993757803
20,192,0.109628,0.9573308574196673
21,192,0.08586,0.8815752963095097
22,192,0.093736,0.8978257526832119
23,192,0.082648,0.845804718616437
24,192,0.079344,0.8014103297122164
25,192,0.101768,0.869766365949572
26,192,0.093668,0.9294660597865763
27,192,0.109492,0.9707382224380767
28,192,0.09922,0.9253399556676215
29,192,0.083812,0.8961063040791101
30,192,0.118792,0.950507371242581
